TotalCourses,TotalSpent,AverageSpending,PreferredCategory,PreferredLevel,AverageCourseRating,DiversityScore,EnrollmentFrequency,LearningDepthIndex,AverageCoursesPerCategory,PreferredPaymentMethod,AverageCoursePrice,Age,Gender,UserID,Cluster
15,948.99,63.266,Business,Advanced,3.306,8,1.5,3.8,1.875,Bank Transfer,63.266,21,Female,U00323,0
15,1319.89,87.99266666666666,Finance,Beginner,3.31,8,1.6666666666666667,1.0,1.875,PayPal,87.99266666666666,29,Female,U00328,0
12,1632.4199999999998,136.035,Data Science,Beginner,3.035833333333333,8,1.3333333333333333,1.0,1.5,Credit Card,136.035,20,Female,U00329,0
14,1268.62,90.61571428571428,Marketing,Intermediate,2.775714285714286,8,1.5555555555555556,4.0,1.75,PayPal,90.61571428571428,15,Female,U00330,0
13,887.52,68.27076923076923,Artificial Intelligence,Beginner,2.64,9,1.4444444444444444,1.5714285714285714,1.4444444444444444,PayPal,68.27076923076923,24,Female,U00334,0
14,832.77,59.48357142857143,Data Science,Beginner,3.3842857142857143,8,1.5555555555555556,1.5714285714285714,1.75,PayPal,59.48357142857143,23,Female,U00338,0
16,2087.63,130.476875,Project Management,Advanced,3.13625,10,1.7777777777777777,2.4285714285714284,1.6,Bank Transfer,130.476875,29,Male,U00339,0
14,1220.42,87.17285714285715,Business,Advanced,2.955,8,1.75,2.333333333333333,1.75,Bank Transfer,87.17285714285715,30,Male,U00340,0
15,1367.21,91.14733333333334,Programming,Beginner,3.519333333333333,9,1.6666666666666667,1.3333333333333333,1.6666666666666667,PayPal,91.14733333333334,16,Male,U00345,0
13,777.1,59.77692307692308,Cybersecurity,Advanced,2.9269230769230767,8,1.625,2.8,1.625,Bank Transfer,59.77692307692308,18,Female,U00351,0
15,1009.69,67.31266666666667,Business,Beginner,3.0853333333333333,10,1.6666666666666667,2.0,1.5,Bank Transfer,67.31266666666667,28,Male,U00352,0
14,918.31,65.59357142857142,Digital Marketing,Advanced,3.378571428571429,10,2.0,2.333333333333333,1.4,Credit Card,65.59357142857142,34,Female,U00353,0
15,619.16,41.27733333333333,Artificial Intelligence,Advanced,3.091333333333333,10,1.5,3.0,1.5,Credit Card,41.27733333333333,21,Female,U00356,0
15,2191.98,146.132,Artificial Intelligence,Beginner,3.1853333333333333,10,1.5,1.375,1.5,Credit Card,146.132,15,Female,U00357,0
13,1113.03,85.61769230769231,Programming,Advanced,3.089230769230769,8,1.4444444444444444,4.0,1.625,PayPal,85.61769230769231,16,Male,U00362,0
13,500.28,38.48307692307692,Marketing,Advanced,2.576923076923077,7,1.8571428571428568,3.2,1.8571428571428568,Bank Transfer,38.48307692307692,30,Female,U00365,0
14,3054.37,218.1692857142857,Marketing,Beginner,3.4035714285714285,8,2.333333333333333,1.5714285714285714,1.75,Bank Transfer,218.1692857142857,20,Male,U00379,0
15,1668.4,111.22666666666667,Artificial Intelligence,Advanced,2.848,10,1.3636363636363635,2.6666666666666665,1.5,Credit Card,111.22666666666667,29,Female,U00383,0
11,38.67,3.5154545454545456,Business,Advanced,2.611818181818182,7,1.5714285714285714,1.8333333333333333,1.5714285714285714,Credit Card,3.5154545454545456,30,Female,U00394,0
12,1648.36,137.36333333333332,Artificial Intelligence,Advanced,3.0908333333333338,8,1.3333333333333333,3.5,1.5,Credit Card,137.36333333333332,31,Female,U00399,0
14,1617.64,115.54571428571428,Finance,Advanced,3.105714285714286,10,1.4,4.25,1.4,Bank Transfer,115.54571428571428,21,Female,U00404,0
15,1417.44,94.496,Data Science,Beginner,2.902,11,1.6666666666666667,1.5,1.3636363636363635,Credit Card,94.496,33,Male,U00406,0
15,1611.98,107.46533333333332,Artificial Intelligence,Intermediate,3.303333333333333,10,1.875,2.333333333333333,1.5,Credit Card,107.46533333333332,23,Male,U00407,0
12,789.6700000000001,65.80583333333334,Marketing,Advanced,3.2883333333333336,8,1.5,5.333333333333333,1.5,Bank Transfer,65.80583333333334,17,Female,U00411,0
13,804.99,61.92230769230769,Finance,Advanced,3.1138461538461537,7,1.181818181818182,1.8571428571428568,1.8571428571428568,Credit Card,61.92230769230769,31,Female,U00415,0
12,1601.22,133.435,Artificial Intelligence,Beginner,3.0866666666666664,6,1.7142857142857142,1.6666666666666667,2.0,Credit Card,133.435,27,Female,U00423,0
11,1213.72,110.33818181818182,Artificial Intelligence,Advanced,3.1900000000000004,7,1.375,2.4,1.5714285714285714,Bank Transfer,110.33818181818182,35,Male,U00424,0
16,1374.23,85.889375,Artificial Intelligence,Beginner,3.033125,9,1.6,2.142857142857143,1.7777777777777777,Bank Transfer,85.889375,29,Female,U00427,0
14,633.26,45.23285714285714,Cybersecurity,Advanced,3.3907142857142856,10,1.75,3.4,1.4,PayPal,45.23285714285714,21,Male,U00438,0
13,1568.18,120.62923076923076,Data Science,Advanced,3.770000000000001,10,1.8571428571428568,6.0,1.3,Bank Transfer,120.62923076923076,15,Female,U00444,0
14,1328.04,94.86,Data Science,Advanced,2.9135714285714287,10,1.5555555555555556,2.333333333333333,1.4,Credit Card,94.86,33,Female,U00449,0
12,1262.44,105.20333333333332,Business,Advanced,3.125,7,1.3333333333333333,3.75,1.7142857142857142,PayPal,105.20333333333332,20,Male,U00450,0
12,1024.06,85.33833333333332,Design,Beginner,2.8266666666666667,7,1.3333333333333333,1.6666666666666667,1.7142857142857142,Credit Card,85.33833333333332,25,Male,U00464,0
13,1007.0,77.46153846153847,Artificial Intelligence,Advanced,3.180769230769231,10,1.625,3.0,1.3,PayPal,77.46153846153847,26,Male,U00494,0
13,1371.22,105.47846153846154,Artificial Intelligence,Intermediate,2.907692307692308,10,1.3,1.6666666666666667,1.3,Bank Transfer,105.47846153846154,18,Female,U00543,0
14,1922.05,137.2892857142857,Business,Advanced,2.8528571428571428,9,1.5555555555555556,4.25,1.5555555555555556,Credit Card,137.2892857142857,32,Female,U00548,0
14,1315.72,93.98,Design,Beginner,3.281428571428571,9,1.5555555555555556,1.3333333333333333,1.5555555555555556,Credit Card,93.98,25,Female,U00556,0
11,719.21,65.38272727272728,Artificial Intelligence,Beginner,2.517272727272728,9,1.8333333333333333,1.2857142857142858,1.2222222222222223,Bank Transfer,65.38272727272728,20,Male,U00559,0
15,1598.45,106.56333333333332,Finance,Advanced,2.486,10,1.875,2.2857142857142856,1.5,Credit Card,106.56333333333332,23,Female,U00562,0
14,1063.45,75.96071428571429,Project Management,Advanced,3.075,7,2.0,4.5,2.0,Credit Card,75.96071428571429,15,Female,U00569,0
14,777.67,55.54785714285714,Artificial Intelligence,Beginner,3.4992857142857146,9,1.4,1.375,1.5555555555555556,Bank Transfer,55.54785714285714,27,Male,U00570,0
13,567.28,43.63692307692308,Cybersecurity,Advanced,3.128461538461538,9,1.625,2.8,1.4444444444444444,Bank Transfer,43.63692307692308,32,Male,U00572,0
11,1047.29,95.2081818181818,Cybersecurity,Intermediate,3.0790909090909087,8,2.2,2.75,1.375,PayPal,95.2081818181818,30,Male,U00573,0
14,779.6099999999999,55.68642857142856,Artificial Intelligence,Advanced,2.6185714285714288,9,1.5555555555555556,10.0,1.5555555555555556,Bank Transfer,55.68642857142856,33,Female,U00574,0
13,1001.74,77.05692307692308,Digital Marketing,Advanced,3.3969230769230774,9,2.1666666666666665,4.0,1.4444444444444444,Credit Card,77.05692307692308,16,Male,U00576,0
14,2559.85,182.84642857142856,Finance,Intermediate,2.716428571428572,8,1.5555555555555556,5.666666666666667,1.75,PayPal,182.84642857142856,31,Female,U00584,0
14,963.18,68.79857142857142,Artificial Intelligence,Beginner,3.4057142857142857,8,1.75,1.25,1.75,PayPal,68.79857142857142,18,Female,U00592,0
14,1075.46,76.81857142857143,Design,Beginner,2.6028571428571428,9,1.5555555555555556,1.8571428571428568,1.5555555555555556,Bank Transfer,76.81857142857143,29,Male,U00595,0
14,662.4399999999999,47.317142857142855,Machine Learning,Advanced,2.843571428571429,9,1.5555555555555556,2.0,1.5555555555555556,Bank Transfer,47.317142857142855,30,Female,U00604,0
12,636.6500000000001,53.054166666666674,Cybersecurity,Intermediate,3.4450000000000003,9,1.5,4.666666666666667,1.3333333333333333,PayPal,53.054166666666674,32,Female,U00619,0
13,524.05,40.31153846153846,Data Science,Advanced,3.527692307692308,8,1.625,4.0,1.625,PayPal,40.31153846153846,28,Female,U00622,0
14,1177.45,84.10357142857143,Business,Advanced,2.855,9,2.0,6.333333333333333,1.5555555555555556,Credit Card,84.10357142857143,35,Female,U00633,0
13,1701.73,130.9023076923077,Business,Beginner,3.174615384615385,10,1.625,2.0,1.3,PayPal,130.9023076923077,21,Female,U00636,0
14,1010.86,72.20428571428572,Cybersecurity,Advanced,3.0192857142857146,8,1.75,3.2,1.75,Bank Transfer,72.20428571428572,33,Female,U00639,0
12,969.72,80.81,Project Management,Advanced,2.910833333333333,9,1.7142857142857142,3.75,1.3333333333333333,Credit Card,80.81,30,Female,U00666,0
15,1775.49,118.366,Web Development,Beginner,2.806,11,1.6666666666666667,2.0,1.3636363636363635,PayPal,118.366,29,Female,U00687,0
14,1435.67,102.54785714285715,Business,Advanced,3.005,10,1.5555555555555556,3.0,1.4,Credit Card,102.54785714285715,32,Male,U00701,0
13,1528.24,117.55692307692308,Project Management,Beginner,3.506153846153846,8,1.625,2.0,1.625,Credit Card,117.55692307692308,30,Male,U00704,0
14,1042.92,74.49428571428572,Digital Marketing,Advanced,3.5092857142857143,10,1.5555555555555556,2.333333333333333,1.4,Bank Transfer,74.49428571428572,23,Female,U00709,0
14,1213.66,86.69000000000001,Project Management,Advanced,3.0942857142857143,10,1.5555555555555556,2.333333333333333,1.4,PayPal,86.69000000000001,35,Male,U00723,0
15,1375.81,91.72066666666666,Business,Intermediate,3.530666666666667,9,1.875,3.2,1.6666666666666667,Credit Card,91.72066666666666,16,Female,U00724,0
13,1666.65,128.20384615384614,Design,Advanced,2.8469230769230767,9,1.625,2.1666666666666665,1.4444444444444444,Bank Transfer,128.20384615384614,30,Male,U00752,0
13,1583.69,121.8223076923077,Programming,Beginner,3.2353846153846155,9,1.625,0.875,1.4444444444444444,Credit Card,121.8223076923077,21,Female,U00760,0
11,1188.0,108.0,Data Science,Intermediate,2.641818181818182,7,1.8333333333333333,4.0,1.5714285714285714,PayPal,108.0,31,Female,U00765,0
14,1529.52,109.25142857142858,Programming,Advanced,3.0335714285714284,10,1.5555555555555556,6.0,1.4,PayPal,109.25142857142858,16,Female,U00767,0
13,342.61,26.354615384615386,Cybersecurity,Intermediate,3.547692307692308,9,1.625,2.6,1.4444444444444444,PayPal,26.354615384615386,24,Female,U00772,0
14,1391.4,99.38571428571429,Programming,Beginner,3.281428571428571,8,1.5555555555555556,1.4285714285714286,1.75,Credit Card,99.38571428571429,29,Female,U00775,0
13,1193.7,91.82307692307693,Finance,Advanced,3.2807692307692307,8,1.4444444444444444,4.25,1.625,Credit Card,91.82307692307693,32,Female,U00786,0
9,510.17,56.68555555555555,Programming,Beginner,3.12,6,1.5,1.0,1.5,Bank Transfer,56.68555555555555,29,Female,U00787,0
14,1143.41,81.67214285714286,Cybersecurity,Advanced,3.027857142857143,9,1.75,2.333333333333333,1.5555555555555556,PayPal,81.67214285714286,28,Female,U00819,0
13,1597.3,122.86923076923075,Artificial Intelligence,Beginner,2.9061538461538463,11,1.625,1.125,1.181818181818182,PayPal,122.86923076923075,23,Male,U00821,0
16,1338.31,83.644375,Cybersecurity,Beginner,3.054375,8,1.7777777777777777,1.5,2.0,Bank Transfer,83.644375,22,Male,U00829,0
15,931.7,62.11333333333334,Digital Marketing,Beginner,2.886,9,1.875,1.375,1.6666666666666667,Credit Card,62.11333333333334,29,Female,U00836,0
12,1027.19,85.59916666666668,Data Science,Advanced,2.8408333333333338,8,2.0,2.1666666666666665,1.5,PayPal,85.59916666666668,25,Female,U00838,0
15,897.95,59.86333333333334,Project Management,Advanced,3.0846666666666662,9,1.875,7.0,1.6666666666666667,Bank Transfer,59.86333333333334,26,Male,U00850,0
13,1579.14,121.47230769230768,Artificial Intelligence,Intermediate,3.4723076923076923,8,1.625,2.6,1.625,Credit Card,121.47230769230768,23,Male,U00852,0
15,396.47,26.43133333333333,Machine Learning,Beginner,3.258666666666667,8,1.6666666666666667,1.5,1.875,PayPal,26.43133333333333,20,Male,U00858,0
15,966.14,64.40933333333334,Marketing,Advanced,3.4386666666666668,10,2.142857142857143,3.4,1.5,Bank Transfer,64.40933333333334,22,Male,U00870,0
12,2175.74,181.31166666666664,Business,Advanced,3.276666666666667,10,2.0,2.0,1.2,Credit Card,181.31166666666664,25,Male,U00874,0
14,2352.5,168.03571428571428,Artificial Intelligence,Intermediate,3.662857142857143,11,2.0,4.0,1.2727272727272727,PayPal,168.03571428571428,27,Male,U00876,0
16,2703.36,168.96,Artificial Intelligence,Intermediate,3.0825,10,1.4545454545454546,1.8571428571428568,1.6,PayPal,168.96,34,Female,U00881,0
12,1271.25,105.9375,Business,Advanced,2.859166666666667,9,1.3333333333333333,2.1666666666666665,1.3333333333333333,Credit Card,105.9375,15,Male,U00893,0
12,663.22,55.26833333333334,Machine Learning,Beginner,2.980833333333333,8,1.7142857142857142,1.2857142857142858,1.5,Bank Transfer,55.26833333333334,24,Female,U00898,0
13,1238.72,95.28615384615384,Business,Advanced,2.9415384615384617,9,1.3,3.0,1.4444444444444444,Bank Transfer,95.28615384615384,29,Female,U00903,0
12,2048.18,170.68166666666664,Business,Beginner,3.2266666666666666,8,1.7142857142857142,1.2857142857142858,1.5,Bank Transfer,170.68166666666664,23,Female,U00907,0
10,996.65,99.665,Business,Beginner,3.318,7,1.25,1.8,1.4285714285714286,Bank Transfer,99.665,15,Female,U00911,0
13,1343.61,103.35461538461536,Artificial Intelligence,Beginner,3.1823076923076923,8,1.8571428571428568,1.0,1.625,Credit Card,103.35461538461536,24,Female,U00915,0
15,1319.91,87.99399999999999,Business,Advanced,3.098,11,1.6666666666666667,3.8,1.3636363636363635,Bank Transfer,87.99399999999999,28,Female,U00917,0
14,1415.33,101.095,Business,Advanced,2.8007142857142857,8,1.5555555555555556,2.333333333333333,1.75,Credit Card,101.095,28,Male,U00919,0
12,1050.48,87.54,Data Science,Advanced,2.85,9,1.5,2.4,1.3333333333333333,PayPal,87.54,33,Female,U00928,0
13,1444.05,111.08076923076922,Machine Learning,Advanced,3.110769230769231,9,1.181818181818182,2.8,1.4444444444444444,PayPal,111.08076923076922,22,Male,U00959,0
14,1242.93,88.7807142857143,Artificial Intelligence,Beginner,3.251428571428572,9,2.0,1.8571428571428568,1.5555555555555556,Bank Transfer,88.7807142857143,31,Male,U00961,0
14,816.75,58.33928571428572,Project Management,Beginner,3.092142857142857,8,1.5555555555555556,2.1666666666666665,1.75,PayPal,58.33928571428572,15,Male,U00967,0
12,1462.63,121.88583333333334,Business,Advanced,3.165833333333333,9,2.0,3.5,1.3333333333333333,Credit Card,121.88583333333334,30,Male,U00976,0
13,1437.21,110.5546153846154,Artificial Intelligence,Advanced,2.746923076923077,9,1.4444444444444444,6.0,1.4444444444444444,PayPal,110.5546153846154,34,Male,U00981,0
12,993.62,82.80166666666666,Business,Advanced,2.62,9,1.7142857142857142,3.75,1.3333333333333333,Bank Transfer,82.80166666666666,26,Male,U00989,0
15,460.49,30.699333333333332,Design,Advanced,3.1686666666666667,8,1.875,3.6,1.875,Bank Transfer,30.699333333333332,34,Female,U00997,0
12,1151.4199999999998,95.95166666666664,Machine Learning,Advanced,3.4483333333333337,7,1.5,5.0,1.7142857142857142,Bank Transfer,95.95166666666664,16,Female,U01000,0
15,1192.84,79.52266666666667,Data Science,Intermediate,3.234,9,1.875,4.25,1.6666666666666667,Bank Transfer,79.52266666666667,29,Male,U01015,0
12,1169.15,97.42916666666666,Artificial Intelligence,Intermediate,2.72,9,1.3333333333333333,3.0,1.3333333333333333,PayPal,97.42916666666666,28,Male,U01020,0
13,869.3,66.86923076923077,Web Development,Intermediate,3.6884615384615382,10,1.3,1.6666666666666667,1.3,Bank Transfer,66.86923076923077,17,Male,U01022,0
13,1539.38,118.41384615384617,Design,Advanced,3.331538461538462,8,1.8571428571428568,2.8,1.625,Credit Card,118.41384615384617,15,Male,U01031,0
14,1389.57,99.255,Marketing,Advanced,3.386428571428571,10,1.5555555555555556,2.142857142857143,1.4,PayPal,99.255,16,Male,U01032,0
13,1830.5,140.80769230769232,Business,Advanced,3.169230769230769,7,1.4444444444444444,2.1666666666666665,1.8571428571428568,Credit Card,140.80769230769232,30,Male,U01033,0
12,149.07,12.4225,Finance,Advanced,3.2566666666666664,7,1.3333333333333333,2.4,1.7142857142857142,PayPal,12.4225,18,Female,U01034,0
12,970.17,80.84750000000001,Data Science,Advanced,2.953333333333333,7,1.5,2.4,1.7142857142857142,PayPal,80.84750000000001,19,Female,U01066,0
13,37.89,2.914615384615385,Machine Learning,Advanced,2.927692307692308,7,2.1666666666666665,2.1666666666666665,1.8571428571428568,PayPal,2.914615384615385,21,Male,U01079,0
15,1779.54,118.636,Data Science,Advanced,3.182666666666667,11,2.142857142857143,4.5,1.3636363636363635,Credit Card,118.636,29,Male,U01083,0
13,2165.78,166.59846153846152,Artificial Intelligence,Beginner,3.315384615384616,8,1.625,1.25,1.625,Credit Card,166.59846153846152,24,Male,U01084,0
15,2119.66,141.31066666666666,Artificial Intelligence,Beginner,3.2646666666666664,9,1.6666666666666667,1.8571428571428568,1.6666666666666667,Bank Transfer,141.31066666666666,34,Female,U01092,0
16,769.7199999999999,48.1075,Finance,Advanced,2.90875,7,1.7777777777777777,2.833333333333333,2.2857142857142856,PayPal,48.1075,18,Male,U01096,0
15,1720.26,114.684,Design,Beginner,2.884666666666667,10,1.6666666666666667,1.625,1.5,Credit Card,114.684,29,Female,U01123,0
14,1018.19,72.72785714285715,Artificial Intelligence,Intermediate,2.850714285714286,10,2.333333333333333,5.333333333333333,1.4,PayPal,72.72785714285715,31,Male,U01143,0
13,178.12,13.701538461538462,Machine Learning,Advanced,3.130769230769231,9,1.625,2.8,1.4444444444444444,Credit Card,13.701538461538462,15,Male,U01146,0
14,1085.16,77.51142857142857,Business,Beginner,2.6735714285714285,8,1.4,1.8571428571428568,1.75,PayPal,77.51142857142857,28,Female,U01151,0
12,1213.9299999999998,101.16083333333331,Cybersecurity,Beginner,3.486666666666667,10,1.5,1.1428571428571428,1.2,PayPal,101.16083333333331,35,Male,U01158,0
13,1719.94,132.30307692307693,Design,Advanced,3.157692307692308,4,1.4444444444444444,3.2,3.25,Bank Transfer,132.30307692307693,24,Male,U01163,0
11,645.69,58.69909090909091,Web Development,Advanced,2.639090909090909,9,1.5714285714285714,8.0,1.2222222222222223,Credit Card,58.69909090909091,16,Female,U01167,0
14,2739.04,195.6457142857143,Artificial Intelligence,Advanced,3.0435714285714286,8,1.5555555555555556,2.333333333333333,1.75,PayPal,195.6457142857143,27,Female,U01170,0
13,538.86,41.45076923076923,Finance,Beginner,3.083076923076923,9,2.1666666666666665,1.4285714285714286,1.4444444444444444,Bank Transfer,41.45076923076923,16,Male,U01177,0
13,1707.59,131.3530769230769,Data Science,Advanced,3.05,10,1.625,4.25,1.3,Credit Card,131.3530769230769,18,Male,U01180,0
14,632.95,45.21071428571429,Cybersecurity,Intermediate,3.2135714285714285,9,1.5555555555555556,4.0,1.5555555555555556,Bank Transfer,45.21071428571429,28,Male,U01197,0
16,1827.61,114.225625,Business,Advanced,3.033125,11,1.7777777777777777,4.2,1.4545454545454546,Bank Transfer,114.225625,15,Male,U01203,0
13,1246.52,95.88615384615385,Artificial Intelligence,Advanced,2.833846153846154,8,1.8571428571428568,1.8571428571428568,1.625,Credit Card,95.88615384615385,32,Male,U01221,0
